CleaningType,Dataset,SampleID,SampleText
Near duplicates,Wikipedia,34,"1975 — Jack White, ceoltóir Meiriceánach
Cath an Chrosaire Mhóir, Cloich na Coillte.
5 Lúnasa — Bill Loughnane, polaiteoir Éireannach de chuid Fianna Fáil
Miotail trasdultacha
Gídh go maireann na condaetha beo go cultúrtha, i gcúrsaí reatha, agus i dtaca le cúrsaí dlí, chanfhuil siad ann daofa a thuilleadh maidir le cúrsaí riaracháin. Ina leabaidh sin, tá an réigiún roinnte eadar 26 cheantar. Tá na ceantair seo a leanas le fáil go hiomlán laistigh de limistéir an chontae:"
Near duplicates,Wikipedia,35,"1928 — James Watson, eolaí Meiriceánach agus ceann de fhionnachtaithe struchtúr DNA
Cuan Chill Ala
Cad is féidir a dhéanamh mar sin?
FreeBSD
2003 — Vasil Bykaŭ, 79, scríbhneoir (r.1924)"
Near duplicates,Wikipedia,36,"Márta — Samuel Hearne, taiscéalaí Sasanach (r. 1745)
Eabhrac
Mesca Ulad
1980 — Norah McGuinness, ealaíontóir Éireannach
Fear gnó – agus fear seó – ab ea Silvio Berlusconi a raibh comhlacht mór meán cumarsáide bunaithe aige sula ndeachaigh sé le polaitíocht.  Dar leis an iris Forbes, b'é Berlusconi an duine is saibhre san Iodáil sa bhliain 2014 agus maoin phearsanta EUR 9 billiún aige. B'úinéir chlub sacair A.C. Milan é go dtí 2017."
Near duplicates,Wikipedia,37,"1938 — James Beckett, polaiteoir Éireannach
Azwethinkweiz (3:48)
1912 — Eva Braun, bean chéile Adolf Hitler (b.1945)
1882 — Charles Darwin, 73, nádúraí (r.1809)
1988 — Yūichi Sugita, imreoir leadóige Seapánach"
Near duplicates,Wikipedia,38,"29 Márta — Edwin Lutyens, ailtire Sasanach (b. 1944)
Ar an 19 Iúil 1969 tharla timpiste i Chappaquiddick faoi chúinsí amhrasacha. Níor chuir Kennedy na póilíní ar an eolas faoi thimpiste bóthair agus bás mná óige go dtí níos déanaí.
Coláiste Éamann Rís, Coláiste Chiaráin, Comhairle Chontae Chill Chainnigh
1915 — Richard Barrington, eolaí Éireannach (r. 1849)
1940idí"
Near duplicates,Wikipedia,39,"Janice Galloway,
25 Eanáir — M.J. Ó Nualláin, polaiteoir Éireannach
1937 — Rodney Bewes, aisteoir Briotanach
Nollaig sa litríocht agus scannánaíocht
kirjata cur in áirithe"
Near duplicates,Wikipedia,40,"1820 — William Tecumseh Sherman, ginearál Meiriceánach
Nollaig, 13
1989 — Candice Glover, amhránaí Meiriceánach
Contae Richmond
1981 — Paul Casey, imreoir peil Ghaelach"
Near duplicates,Wikipedia,41,"Somerville agus Ross (Edith Somerville (1858 - 1949) agus Violet Florence Martin (1862 - 1915 )
Ritheadh dhá acht sa bhliain 1800 leis an teideal fada céanna, An Act for the Union of Great Britain and Ireland. Is é gearrtheideal an achta ná Union with Ireland Act 1800, arna sannadh le  Short Titles Act 1896. Is é teideal gearr acht Pharlaimint na hÉireann ná Acht Aontais (Éire) 1800, arna sannadh le ag an Short Titles Act 1896.
Ag tabhairt faoi
Béising, An tSín (2011)
1981 — Maeve Higgins, fuirseoir Éireannach"
Near duplicates,Wikipedia,42,"Daoine a rugadh i 1808
Gaeilge (Ard, Gnáth agus Bonnleibhéal)
Fisiceoirí Gearmánacha
Alba — /ˈæ.lə.pæ/.
Ag deireadh na tréimhse coilíní, i 1964, bhain Málta a neamhspleáchas amach."
Near duplicates,Wikipedia,43,"Rugadh i mBaile Átha Cliath do thuismitheoirí measctha é, bean Chaitliceach Éireannach agus fear Protastúnach Sasanach. Eisean an deichiú as ceathrar déag sa chlann. Chuaigh sé ar scoil ar Choláiste Belvedere, ach bhí air an coláiste a fhágáil, toisc gur theip ar ghnó a athara. Fuair sé post níos déanaí mar chléireach i gcomhlacht a bhí ag soláthar earraí eaglaise.
Ós rud é go bhfuil fithisí ar leith san adamh ar féidir le leictreon aistrriú eatarthu, astaítear minicíochtaí ar leith agus cruthaítear línte se dhathanna cinnte ar leith, de réir sin. Bíonn líon difriúil leictreon i bhfithísí difriúla in adaimh dhifriúla. Astaíonn gach adamh sraith ar leith minicíochtaí dá réir sin .i. bíonn línte speictreacha sainiúil ar leith ag gach ceann se na dúile difriúla.
Tar éis bliain go leith de chleachtadh, d'aithrigh siad a ainm go The Hype agus bhuaigh siad £500 i seó tallainne os cionn Jackie Hayden as CBS Records. Rinne siad a chéad """"demo"""" ceart leis an airgead.
Craobh Iomána Faoi-21 Laighean
1867 — William Dargan, innealtóir iarnróid Éireannach"
Near duplicates,Wikipedia,44,"Leavantaigh, go háirithe Maróinítigh agus Giúdaigh.
1975 — Declan Donnelly, láithreoir
B'é Abraham Lincoln (12 Feabhra, 1809 — 15 Aibreán, 1865) a bhí ar an séú hUachtarán déag ar na Stáit Aontaithe. Bhí sé i bhfeidhmeannas ó 4 Márta, 1861 go dtí an 15 Aibreán, 1865. B'eisean an chéad uachtarán ón bPáirtí Poblachtach. Lena linn, chuaigh scoilt ar an tír faoi chearta na stát agus faoi cheist na daoirse. Sa deireadh, thréig cuid de na daorstáit sa Deisceart na Stáit Aontaithe go hiomlán, le stáit aontaithe eile, nó an Chónaidhm, a bhunú.
17 Deireadh Fómhair — William Smith O'Brien, polaiteoir Éireannach
Bhí an Brainse Staitisticí seo freagrach as formhór staitisticí oifigiúla na hÉireann a chur le chéile suas go Meitheamh 1949 nuair a aistríodh é go dtí an Príomh-Oifig Staidrimh (ar a dtugtar an CSO de ghnáth as Béarla) agus bunaíodh mar oifig ar leith í. Bhí an Oifig nua seo lonnaithe i Roinn an Taoisigh le neamhspleáchas na seirbhíse staitisticí a chinntiú."
Near duplicates,Wikipedia,45,"An tÍliad. Air chogadh na Tróighe. Aisdríghthe o Ghreag-Bhearla go ran Gaoidhilge, le Seághan, Árd-easbog Thúama. (a foilsíodh sa bhliain 1844)
San oíche ar an 2 Lúnasa 1943, bhí bád Kennedy, an PT-109, ag glacadh páirt i ruathar in aice le New Georgia, nuair a bhuail scriostóir Seapánach é. Caitheadh Kennedy trasna an mbád, agus ghortaigh sé a dhroim arís.
Ag preabadh na liathróide faoi dhó i ndiaidh a chéile
2021 — Jessica Walter, aisteoir Meiriceánach (r. 1941)
an Bodach ar shuíomh Robin Gatter"
Near duplicates,Wikipedia,46,"1967 — Francois Pienaar, imreoir rugbaí as an Afraic Theas
Meán Fómhair, 29
Néal leictreon
Tugtha don ól, tháinig ailse ae air. D'ólfadh Reed an chros den asal ach ba é galar ae a taifeadadh mar an chúis bháis  Fuair sé bás in East Hampton  (Nua Eabhrach) ar  27 Deireadh Fómhair 2013.
An tSeirbhís Chánach"
Near duplicates,Wikipedia,47,"Michael McGovern
13 Meitheamh — Mike Weaver, dornálaí Meiriceánach
An t-am a dhéantar bronntanais Nollag a thairiscint
Béal an Átha Móir, Bocóid, Baile na gCléireach, Barr na Cúile, Brea an Droim
Cenn Fáelad 670-673"
Near duplicates,Wikipedia,48,"1923 — Ted Stevens, seanadóir na Stát Aontaithe
Rinne suirbhé ann don Cypress Land Company sa bhliain 1818, agus ba shuirbhéir Iodálach, Ferdinand Sannoner, a bhí ina bun. D'ainmnigh sé an chathair as Flórans na hIodáile.
Tigh Mhic Neamhain, Toirnín, An Teampall Geal
1881 — Kemal Atatürk, 1ú Uachtarán na Tuirce (b.1938)
Fear gnó agus polaiteoir Meiriceánach é  (6 Iúil, 1946 a rugadh é), a bhí mar 43ú hUachtarán na Stát Aontaithe. Tháinig sé i gcomharbacht ar Bill Clinton sa bhliain 2001. Toghadh George W. Bush ina uachtarán ar SAM den chéad uair ar 7 Samhain 2000, agus bhí an-chuid conspóide faoi áireamh na vótaí ag an am."
Near duplicates,Wikipedia,49,"Éire: ó Éirinn
Is amhlaidh go bhfuil an t-ainm Nuadha fréamhaithe ón gCeiltis *noudont-  nó *noudent-.  Mhol J. R. R. Tolkien go raibh sé seo gaolta le fréamh Gearmáinise, le brí """"faigh, feidhm a bhaint"""", níos luaite """"gabh, ceap (i ngaiste)"""".  Ag lua an naisc idir Nuadha, Lludd agus lámha, d'airigh sé """"mearchuimhne ... de lámh draíochta Nodens Ceapadóra"""".  Sa chaoi chéanna, molann Julius Pokorny an fhréamh Próit-Ind-Eorpaise *neu-d- le brí arís """"feic, feidhm a bhaint,"""" agus """"téigh ag iascaireacht"""".
1981 — Summer Glau, ban-aisteoir Meiriceánach
2023 — Tina Turner, amhránaí Meiriceánach (r. 1939)
23 Feabhra — Laxeiro, péintéir Spáinneach"
Near duplicates,Wikipedia,50,"1945 — Frederick Crowley, polaiteoir Éireannach (r. 1880)
Cosnaítear an Creideamh Baile Átha Cliath 1964.
Foirgneamh CBS (Black Rock) Nua-Eabhrac
An Bhotsuáin
Fuair Seán Ó Ríordáin bás sa bhliain 1977."
Near duplicates,XLEnt,1,"phós sí William Parsons tríú hIarla Rosse
chás fíor mar shampla maidir drochíde
ÿ ÿ ü ÿ ü ÿ ñ î à ñ è ñ ÿ
18 Voznesensky Pereulok i
Lovers '"
Near duplicates,XLEnt,2,"an oíche chun an slums mar in aon rúisis cathrach má tá tú ag dul isteach an alley dhéagóirí meisce ansin is
amárach beartaithe ar a
cumhacht grá Dhia chur
Tar
Aziatochki gan"
Near duplicates,XLEnt,3,"Is iad na Prophet
Inexperienced HD Kim
Don McKeller
Innealtóir bogearraí é Eric
nDéardaoin"
Near duplicates,XLEnt,4,"IS3 A0A IS3 A0B IS3 A0C IS3 A0D IS3 A0E IS3 A0F IS3 A0G IS3 A0H IS3 A0I
ndóiġ
Caid Halley »
acra athair Proinsias
kept himself well in hand choinnigh sé smacht air d Work on hand obair idir lámha"
Near duplicates,XLEnt,5,"gluaisteán carr agus cumas próiseála amhola agus
Ghlac Ryan Thomas
le 22 scoil
Bheadh
Íocaíocht dlite i"
Near duplicates,XLEnt,6,"Is contae Arizona
outs
seo cineál riail
bhogadh cliceáil ar
Céad míle"
Near duplicates,XLEnt,7,"Cúltaca Suíocháin Car
An an
Ba é John Ford
amárach hobair beartaithe ar
( Ní mé"
Near duplicates,XLEnt,8,"phíolóta
Eorpach Frith-Chalaoise ( OLAF ) lena )
bhí nádúrtha
""Verily
o' Héalaigh 10"
Near duplicates,XLEnt,9,"fionraí
بىر پەلەكتە
Tomás Mac
A seó
Doyle"
Near duplicates,XLEnt,10,"An Prophet dúirt
ach tá
Bhí mo shaol
Paul Nicholson SJ
custaméir"
Near duplicates,XLEnt,11,"Díreach mar aon
- Guth
siopa agus cuideachta
Limistéar
thaitneamhachtaí GO agus Downtown Oakville"
Near duplicates,XLEnt,12,"Bás poiblí abhí
Seapáinis watch sa
a dhath a
Koran méid duine
le rátaí malairte ó 15"
Near duplicates,XLEnt,13,"bhunaíodh
iad na suíomhanna Jokers Hamlet Réimsí
thagann mé suas mo chuimhne ceoil
Pyonyang éinne
Windows XP is"
Near duplicates,XLEnt,14,"An t-achrann atá thart bíodh thart
fhocal""
Aoi Blogger
eagla Dé
Augurs Cróitis Kuna"
Near duplicates,XLEnt,15,"le an agus tarraingítear ar le foirne na hÉireann agus
Charles Darwin
atá ar 22 Western
чё
Bhí mé mar sin"
Near duplicates,XLEnt,16,"an VR
figiúr de thart ar 355
catagóir a Cailín
10 ″ _
Na bréagáin le"
Near duplicates,XLEnt,17,"Joy"" Beethoven
lá na “‘ If Kinnock wins today will last person to Britain turn out the lights’’
»»»»»»»»»»» » 35
' Ar fir
on Eanáir"
Near duplicates,XLEnt,18,"cheantar a bhí faoi smacht muintir Urmhumhan
The Lord of the Rings finscéalta Artúracha The
My Music
an Eastóin
Bean chéile John McCain"
Near duplicates,XLEnt,19,"ag stáisiún b To lie in
píopa comhordú lámh
To do sth in the right way
— Bord Stiúrthóirí - Comhairle Gaisce -
Tá robáil"
Near duplicates,XLEnt,20,"agus Forty-Seven Roses (
scannán non ab ea Ingmar Bergman
Ní Ríordáin í
smaointe claonadh
Beimid ag súil to “lovely Derry on the banks of the Foyle"
Near duplicates,XLEnt,21,"Alan Sugar
Seo Hong Cong Dollar Yen Seapáine convertor Tá
Léirigh Semalt Conas Úsáid
Ligean
“Tar éis do mo chomhghleacaí an tAire Stáit Séan Kyne fógra"
Near duplicates,XLEnt,22,"impire Sár i
Gach bliain bíonn eagraithe ag Gael Linn trí mheán
é scannán beochana
Is fiú é a lua
D’fhreastail"
Near duplicates,XLEnt,23,"As Volta ainmníodh an volta
An Thaighde Fuinnimh Gaoithe agus tráchtálú
Cé go bhfuil cathú
Píopaí
scálaí"
Near duplicates,XLEnt,24,"Tarraingthe thiontú
2 º I gcás gur deimhin le cibé Cuairt do bunuigheadh faoin mBunreacht so ordóchar le dligheadh chás
go 1969 bhí Attenborough ina
mbailítear dolaí
Crazy"
Near duplicates,XLEnt,25,"Chonaic sé an clúdach le aghaidh cailín
réaltaí
A0UG9E
gníomhach d'
ísí anó máthairtheangadhúchas doag"
Near duplicates,XLEnt,26,"Brazzers físeán Déagóirí Seapáinis ar Cailín watch
CD ---
scannán Álainn cailíní
aisce Facebook
your"
Near duplicates,XLEnt,27,"de de l’Université avec
focal cuarc féin
Cliceáil ar an nasc thíos
Is é ainm oifigiúil na hEilvéise Confederatio
Ian Paisley i ndiaidh"
Near duplicates,XLEnt,28,"10 léirmheas haghaidh 6Pcs Inaistrithe / Eagraí Bagáiste
Cuireadh é
mar den struchtúir agus rialála agus pléann gearáin a thaisctear i gcoinne cinntí ACER ​
na i gCraobhchomórtas na Sinsear
Peter Paul"
Near duplicates,XLEnt,29,"do ṡnáṁdar treasna fúiṫi
cáilíochta Rúisis dtugtar
Príomh-aire na Rómáine
athrú
Eagarthóir Gaeilge TV Fury"
Near duplicates,XLEnt,30,"Cá raibh na
Bhí mo chúntóir
Beidh m ag tn th
ãë
Offreduccio in Assisi"
Near duplicates,XLEnt,31,"gnách chas shiúl
Bhí san
chairde sin spéic na
Thug sí na scálaí
bheith ina lán"
Near duplicates,XLEnt,32,"Bhí ceart agat
le ar a
Aingil
Montréal
Ábhair mhaighnéadach"
Near duplicates,XLEnt,33,"‘Government of Ireland
Sa Triú
Dia marbh é ach na
Déardaoin an 29ú Aibreán
fhaca mé"
Near duplicates,XLEnt,34,"Abdullah O
‘Kong Skull Island ’
Caprese Tuscáin
go sin go
Faigheann"
Near duplicates,XLEnt,35,"cailíní
Súile t-oibreoir
de mhadraí meáchan coirp ina dhiaidh sin insileadh infhéitheach de 25 75 microgram in aghaidh an nóiméid an chéad dáileog cat de 250 go 500 microgram ina dhiaidh sin insileadh infhéitheach de 20 micreagram in aghaidh an nóiméid
Dath glas
Baile Mórdhíol | Ordú Rianú | Déan Linn | Loingseoireacht | Íocaíocht | Ceisteanna coitianta | Cairt Size | cúpóin | Léarscáil tSuímh | Príobháideacht | Coinníollacha Úsáide Timberland | Timberland | Timberland"
Near duplicates,XLEnt,36,"CE ó Pharlaimint hEorpa
ghráiniúil heinous crime
spórt eil
Inexperienced Déagóirí Aziatochki Kim
amháin as"
Near duplicates,XLEnt,37,"Tá Bróna
Routledge 2017
Bhíos ar nós
Ar deireadh is Bord Achomhairc ach tá neamhspleách óna struchtúir riaracháin rialála
Ó labhair"
Near duplicates,XLEnt,38,"Mas allta agus mas fiain
ghearrann tú ’
spraoiúil
Abu Bakr
»»»»»»»»»»»»»»»»» anonymous body object false"
Near duplicates,XLEnt,39,"l’Université Burnham»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»
Fómhair 1571
Roy Jonathan Burnham»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»
Sí
Tá fáilte romhat a bhean a"
Near duplicates,XLEnt,40,"fíor agus vice
tá God
Tá mé an mac an dá sacrifices
Ach fíor-spéisiúil
5 mhíle"
Near duplicates,XLEnt,41,"iad Kennedy in O’Foghludha v McClean
dom ""
Níl aon teora leis
Cad is cine ann
Drochsmaoineamh"
Near duplicates,XLEnt,42,"air i measc
tell deirim
bheith saor
ceardlanna míosúla gceist
Éirinn tógann sé"
Near duplicates,XLEnt,43,"FRM
Céile gan Ghaeilge nó
áit snag19
Déagóirí dtugtar Kim
Tá sí Seattle"
Near duplicates,XLEnt,44,"féidir lúcháir
locht
Ríochta Aontaithe b
físeán Inexperienced HD
físeán Déagóirí ar"
Near duplicates,XLEnt,45,"m s
rogha GCM
aon duine (
Níorbh iontas
chinsireacht ar tSín"
Near duplicates,XLEnt,46,"samplaí saor in aisce do
Hidihi tá
cad tá cearr
t-amhrán Joyful we adore
HTML is féidir leat sonraí bhaint as suíomhanna seo go"
Near duplicates,XLEnt,47,"an na
mairg
Is dóigh liom thuig muintir Remain na deacrachtaí
me Orlando Florida
á amárach hobair athchóirithe"
Near duplicates,XLEnt,48,"éagsúlacht chuige foghlama staidrimh nó eile meaisín
cineamúil
Mise
an bhfuil an ghrian ag scalladh air
cur trína hintinn"
Near duplicates,XLEnt,49,"Ní deirtear
cuirim
chuid E B White
chéad chéim
Gortaítear 76"
Near duplicates,XLEnt,50,"нашу
Faoi 2005
Facebook Google Yahoo agus
Craoibh sgitheich
Márta"
Triplet duplicates,EUbookshop,1,"Féadfaidh an sealbhóir, laistigh de mhí tar éis an fógra atá luaite ín Airteagal 19 a fháil, a thairiscint don Choimisiún agus, más iomchuí, don iarratasóir, comhaontú speisialta a dhéanamh an t-ábhar a tharchur chun an Choiste Eadrána.
D'fhonn comhaltai an Choiste a cheapadh, soláthróidh gach Ballstát don Chomhairle liosta ar a mbeidh a dhá oiread iarrthóirí agus atá de shuíocháin in áirithe dá náisiúnaigh.
Mura bhfuil aon táirgeadh náisiúnta den sórt sin ann, déanfaidh an Coimisiún cinneadh ag bunú cuota iomchuí.
Mar thoradh ar iniúchadh an Ombudsman, tugadh rochtain ar na doiciméid bhreise don ghearánaí.
Tá ionaid oibriúcháin ag an ngníomhaireacht a bhfuil a ceanncheathrú i Thessaloniki, an Ghréig, i Pristina, sa Bhéalgrád, i Podgorica agus Scóipé."
Triplet duplicates,EUbookshop,2,"Phortaingéil, An
Ná ni mheasfar sa cháil sin é má bhí gnáthchónaí air, tráth ar bith, ar feadh cúig bliana sa Ríocht Aontaithe.
Cuirfear na tuarascálacha sin faoi bhráid na Comhairle, mar aon le tuairim an Choimisiúin, ina luafar go sonrach cad a rinne Ballstáit ar mholtaí a cuireadh faoina mbráid faoin mir roimhe seo.
Tá an urraim ar an éagsúlacht níos tábhachtaí ná riamh don tionscadal Eorpach.
Ar éileamh den sórt sin a fháil ón gCoimisiún, iarrfaidh an Ballstát arís ar an iarratasóir comhaontú lena bhfuil san iarratas a chur i bhfios."
Triplet duplicates,EUbookshop,3,"Cat mara na hAfraice Thuaidh1 724
(b) In Iarscríbhinn III:
Ar thionscnamh na Cúirte Breithiúnais, déanfaidh an Ballstát an ciontóir a ionchúiseamh os comhair a chúirte inniúla.
Cuirfear an tuarascáil bhliantúil sin freisin chuig Coiste na Réigiún agus chuig an gCoiste Eacnamaíoch agus Sóisialta.
AG TRÍÚ"
Triplet duplicates,EUbookshop,4,"Cuireann an Chreat-treoir Uisce (CTU), an uirlis sainmhínithe reachtaíochta um uisce san Eoraip, dualgas ar na Ballstáit úsáid a bhaint as praghsáil (airgead a ghearradh) seirbhísí uisce mar uirlis éifeachtach chun caomhnú uisce a chur chun cinn.
‘I Mí na Nollag i Liospóin, nuair a síníodh an Conradh nua, chomhaontaigh Ceannairí Stáit agus Rialtais an AE ceangal dlí a bheith leis, mar a d’éiligh Parlaimint na hEorpa’ Tá maolú faighte ag Ballstáit áirithe áfach, an Ríocht Aontaithe agus an Pholainn mar shampla, ionas nach dtiocfaidh siad faoi réim na Cairte.
Uimh. in Ainmniocht na Bruiséile
2081/93 ón gComhairle an 20 lúil 1993 (IO Uimh. L 193, 31.7.1993, Ich. 5).
(b) cabhair neamhinaisíoctha a sholáthar chun cuidiú:"
